["receipts-5/1494458557-654d2bdbbbbd4c07ad92b0063ded916e-fc2c98c3-aNh0JF.receipt", [[0, 3]]]
["receipts-5/1494458660-37ed60fa8d6a4d97ba86ec78e82dba10-d7f3738c-nyMxpa.receipt", [[0, 1]]]
["receipts-5/1494459020-c6a6510f8a31422ab095583ef996b85c-e538660f-gBzm0P.receipt", [[0, 1]]]
["receipts-5/1494459196-061dd1639bce4a7dad60304504d8dfcb-85448d9e-qctcn6.receipt", [[0, 1]]]
["receipts-5/1494459481-0f07dea4c3b243a8938cc2e855804c82-bd8e5f75-XK0zPP.receipt", [[0, 3]]]
["receipts-5/1494459510-13cf67161b764fbaa83d5facbbf51d41-bf3c7821-u8uTLZ.receipt", [[0, 1]]]
["receipts-5/1494459646-2aa909c617744aebb895e5ed162a7adb-af9456f1-tBa1P8.receipt", [[0, 1]]]
["receipts-5/1494460433-f17670d4df424e5486f506e42bd93e49-8f5b4329-OD9rBJ.receipt", [[0, 0]]]
["receipts-5/1494460881-d0a8cf8d1c40463d9af61b973db07f0b-b7962375-gSfmIb.receipt", [[0, 3]]]
["receipts-5/1494460900-89596a6a2d984ed798b32c7317c6c20c-62920661-Y2E32f.receipt", [[0, 1]]]
["receipts-5/1494460969-e34b3cc16af6454aaf617bc203e9ca5a-45d06bc5-YabbIf.receipt", [[0, 3]]]
["receipts-5/1494461591-b16317e161be4491aad0289b43bd7907-40f3e052-kqteOq.receipt", [[0, 3]]]
["receipts-5/1494461854-60e34fd8c026485895488f20ee0e8eef-482a727d-D4LaQs.receipt", [[0, 2]]]
["receipts-5/1494461985-c1d97d6fcb524e1dbf2c8509b690042d-cd8609c8-55Etcr.receipt", [[0, 3]]]
["receipts-5/1494462014-5552ee1d58034bb481f0193fae0e644f-7f45b617-uac6xa.receipt", [[0, 3]]]
["receipts-5/1494462087-e5a9c3d373c24dc9a7c5b4d71dfa29c6-fc00eab1-Q3eir4.receipt", [[0, 3]]]
["receipts-5/1494462090-003ffc8741a6456faac673fb44746cc8-9900062b-O6HNXl.receipt", [[0, 3]]]
["receipts-5/1494462101-c128676f20b048a4988e8a5cd4bb588e-7d5a1ea0-wZSUKw.receipt", [[0, 3]]]
["receipts-5/1494462137-e63117caf112492a92e50e06e6ad1ff5-e152f160-M70pqk.receipt", [[0, 3]]]
["receipts-5/1494462167-c973dce8c4254a0baa2f0079673a2b93-dc504a29-2O_ZFy.receipt", [[0, 3]]]
["receipts-5/1494462168-cc8b822eb3df409986e8e7680021d040-8dbbb9bc-wR8fJ9.receipt", [[0, 2]]]
["receipts-5/1494462174-039cea3e6228445aad9d25f720d37bd8-1bd32832-g9HHDa.receipt", [[0, 3]]]
["receipts-5/1494462189-e21ca1ce5f0746e2bd8702cbd4cc73a8-46185b64-t6zBTf.receipt", [[0, 0]]]
["receipts-5/1494462193-1a60754e8ab445ecaddd5e79eaaa4931-760396e8-aPrr6b.receipt", [[0, 3]]]
["receipts-5/1494462254-1425c8ff5a0b4c7a96d5d83a8a9e7da8-d94a1c6a-i7nAVh.receipt", [[0, 1]]]
["receipts-5/1494462307-b52323869eb744ad884ba7282ce5a1b9-be5f1b07-A6Drap.receipt", [[0, 3]]]
["receipts-5/1494462328-6ffb64e5565b4a5c803cd1eba708926e-7a098478-2zOwuw.receipt", [[0, 3]]]
["receipts-5/1494462477-cc3d64e61f52482c914d59e6f0d14960-acafd7dc-vG1JXi.receipt", [[0, 3]]]
["receipts-5/1494462588-1338ac6afb1e4ed1ac8a6645c395f4d9-f32283cb-X3MzFN.receipt", [[0, 3]]]
["receipts-5/1494462599-dd263281dd1842a59b7250eeed194200-e7bedbec-XaU7Ku.receipt", [[0, 3]]]
["receipts-5/1494462606-f6afbdaede5c4b35b51bf880afc7edb3-3ea1064b-2_TypF.receipt", [[0, 3]]]
["receipts-5/1494462613-892c9f83f45a4779b62447b0f490abf9-2d84dcbd-X3Epji.receipt", [[0, 3]]]
["receipts-5/1494462615-065ea01f05454a55828f3a8e7b2bbde8-6995dbe5-7QyzZV.receipt", [[0, 0]]]
["receipts-5/1494462620-b1615127d40c49a1a7603dc7cc4b0fd0-3105f32e-gepH4D.receipt", [[0, 3]]]
["receipts-5/1494462644-761b02b909eb48d3860cc682b6ef608b-8fb6fb09-ZEvCjg.receipt", [[0, 3]]]
["receipts-5/1494462672-675cf779999240338212add38816215d-98cb35c5-oIunir.receipt", [[0, 2]]]
["receipts-5/1494462703-8955aeff077a4a839f157b826f6c930e-3800fb31-o0Erg5.receipt", [[0, 3]]]
["receipts-5/1494462714-d455162a19584fc2a2fae8d4e5b57d2f-c4c0f0a7-FoPnje.receipt", [[0, 3]]]
["receipts-5/1494462751-f9b3d43a241f4418965839c76415f26c-2e21bf72-Hm-QE0.receipt", [[0, 0]]]
["receipts-5/1494462789-6d27a79ce1cb470ca8f7f091b5217975-f0dc9dd3-OjkRqm.receipt", [[0, 0]]]
["receipts-5/1494462830-15bf88dd10794cc2bb28fd9b05a58dcb-2924856d-Jyee3N.receipt", [[0, 0]]]
["receipts-5/1494462913-14de7f2d86c445e0a84c16f400ed84e2-5205240b-0JRhTi.receipt", [[0, 0]]]
["receipts-5/1494463040-55ed03a2736347a696314103ae520b7f-49f4c1fd-ms-q8r.receipt", [[0, 3]]]
["receipts-5/1494463090-0f60b4f56e194f37bed9bfed2781e08d-b28e41ac-fKDajP.receipt", [[0, 0]]]
["receipts-5/1494463096-b627257389554379b89e58b110fcea54-38b61efb-nw08RL.receipt", [[0, 0]]]
["receipts-5/1494463159-41e7dd5eba7d4a3e93f4878a503c6356-9a6e638a-0ok6Fn.receipt", [[0, 0]]]
["receipts-5/1494463257-e895d121dc4d4cb59de3ea2c7d818d3c-c3ff1099-bY8ocT.receipt", [[0, 3]]]
["receipts-5/1494463267-38b743e0cad54ec0825b74d3b367986d-e3e9021d-NLuG1S.receipt", [[0, 3]]]
["receipts-5/1494463283-9d9ed2dae3b349a9a8adecd682254c83-c615c86c-GJ9jgu.receipt", [[0, 3]]]
["receipts-5/1494463341-dd263281dd1842a59b7250eeed194200-2369815f-sTX1uG.receipt", [[0, 3]]]
["receipts-5/1494463345-7c54f6f9168a4c61ba269d33d00cacae-fd324aa2-ivzmjL.receipt", [[0, 3]]]
["receipts-5/1494463416-b630b94c4a9f4dac834a2a12cd6ceb64-f3c340bf-v4aHqg.receipt", [[0, 0]]]
["receipts-5/1494463441-5c33d340bc1d47b8adc6c2616aff7980-7724af5a-G0QUbv.receipt", [[0, 3]]]
["receipts-5/1494463483-13cf67161b764fbaa83d5facbbf51d41-345388df-6gZIuQ.receipt", [[0, 3]]]
