["/Users/fivestars.user/Downloads/receipts-3/1494458688-1c7b0b3637314dab8e73764c38fdc14c-71a7976d-1LEAQQ.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494458978-9b861aa6ad994705b5a21287886f39bc-43ad1d39-Cw0ego.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494459085-86aba9026486422ab3fb9fe9eb6ddf31-554dd17b-rY7f0q.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494459544-13cf67161b764fbaa83d5facbbf51d41-d48cc2d8-khD1xk.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494459570-88c6373f20f6474fb4249f4dbc42698c-afbb43ba-EYGV8V.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494459679-71366eaaa2454a06bed7feb0c717810e-d11f8456-THvw8V.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494459766-c104d99f38e04fd2a52d98a69bf07fe1-b47a3066-Ye4V4e.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494459859-dec2036facdd45219122e3b7a2ab3f90-86f0a0c9-P7YIBT.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460024-50db2bb780424f8595969bb6ba2d4030-d08badfe-tMoT1T.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460193-6f78311ddab7496db0ec7dffceec176f-f9d495d4-PnQXxD.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460357-191cfef723364543808e078f0feb12dc-735ac9a3-8YNlmd.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460397-a47d2acfc8cd477b94f44fb73273cc0a-30b1a956-VE9nZ0.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460435-5b81c77184a0480fa57728b07c020a16-fa200d91-79Cin1.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460479-de2a5b189321487b90ac3c7ecc42da11-a5d7a2fa-oE2fRF.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460676-c54e9c0002bb4ed69cf58c8c6f455808-f5d0702c-TfrgsT.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494460723-50670487a231436ab8f88a1db0fec400-e94d5f71-wn-AZM.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494461541-71366eaaa2454a06bed7feb0c717810e-f3692919-IiL7OD.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494461559-3e233c82c17844a98ca6c1d848684066-a61ed011--0yGKz.receipt", [[0, 0]]]
["/Users/fivestars.user/Downloads/receipts-3/1494461795-6ab07a559fa34d558ccfeed4123fbf84-2a492a5b-yIUg9B.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494461796-9764d8b476534063a7233be165d59ff1-f778f03-gaeOVF.receipt", [[0, 1]]]
["/Users/fivestars.user/Downloads/receipts-3/1494462075-d455162a19584fc2a2fae8d4e5b57d2f-6f2a8ab3-g3BRuS.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494462133-b55e5ce3f4ea408399cde19b062215f8-42268586-SHl2kL.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494462392-6d22e3cc80cb4671a18fb35cc7a4c72a-df41f509-P-qnyR.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494462423-722b82246a5f489fbe936f09d6eeccad-60cc8914-oYjK4G.receipt", [[0, 0]]]
["/Users/fivestars.user/Downloads/receipts-3/1494462462-9c0c285c25454ff3aa482d6772f17cf3-9d98f4bb-uTNzkh.receipt", [[0, 3]]]
["/Users/fivestars.user/Downloads/receipts-3/1494462501-bc6e4a0fb025411188ed0f173e627a17-3135460b--Y5Unk.receipt", [[0, 0]]]
