["receipts-1/1494458866-e6150105fc5649eab0f2070ef645cc44-7ae81a2c-gLJJHx.receipt", [[0, 3]]]
["receipts-1/1494459081-2aa909c617744aebb895e5ed162a7adb-84e60888-rAHBWD.receipt", [[0, 3]]]
["receipts-1/1494459337-71366eaaa2454a06bed7feb0c717810e-6c70dc4d-LtOKLh.receipt", [[0, 3]]]
["receipts-1/1494459724-2e1ad5404b68489c8438f664a6fc7a0c-cc37d7d5--szaGY.receipt", [[0, 3]]]
["receipts-1/1494459884-37390d9fee4b407c881082ae54ad6247-903209a9-IQTuYM.receipt", [[0, 3]]]
["receipts-1/1494460121-1df924f4a66842349b955c4189248f3d-47f00c08-rhRkLJ.receipt", [[0, 1]]]
["receipts-1/1494460150-45dc8639b39340df9b783195f6cff286-7207bc0c-exy1Rw.receipt", [[0, 3]]]
["receipts-1/1494460252-774ff4ce108b4d7284d53353d132fb31-e1d7af6b-hbuSI6.receipt", [[0, 1]]]
["receipts-1/1494460358-578b077502c14cbf94a7afadf86e9739-3245f0a9-cMjC5y.receipt", [[0, 1]]]
["receipts-1/1494460388-fe2af2a9dd0b4ae28965c6c524820409-60f9a3d5-CAR3Jp.receipt", [[0, 3]]]
["receipts-1/1494460713-199a8af4d4474337948089a9b34588f1-769e4e00-qUkV6m.receipt", [[0, 3]]]
["receipts-1/1494460876-b16317e161be4491aad0289b43bd7907-671629fc-wcMP4C.receipt", [[0, 1]]]
["receipts-1/1494461205-37390d9fee4b407c881082ae54ad6247-4992329d-a5lt_e.receipt", [[0, 3]]]
["receipts-1/1494461299-4b9138cfcdda4ceab604869013c81c2b-3e0b1401-3SjiCx.receipt", [[0, 2]]]
["receipts-1/1494461313-ac7399229d7c4ed3a67e28c16c03bbac-4ba21a92-ir3doc.receipt", [[0, 3]]]
["receipts-1/1494461851-60e34fd8c026485895488f20ee0e8eef-233295d-lAYiXI.receipt", [[0, 2]]]
["receipts-1/1494461851-60e34fd8c026485895488f20ee0e8eef-233295d-lAYiXI.receipt", [[0, 2]]]
["receipts-1/1494461940-8160a893a7444a6889282a18ca2b7485-7fb55ffe-AkfCcY.receipt", [[0, 2]]]
["receipts-1/1494462009-e4f899a15bce48828e868f7b3dd6e4b2-ce5799b9-UkX4KE.receipt", [[0, 1]]]
["receipts-1/1494462186-cb74ee0d4ae44217a44c16b6720ef210-ebf26a2d-QYakCW.receipt", [[0, 3]]]
["receipts-1/1494462203-6b64425e8ca84815a48cba63db1e7555-decd015f-NMR4YQ.receipt", [[0, 3]]]
["receipts-1/1494462220-bca81524e3d441ada5dd2d08063ef5d3-61a130f0-C8fHyf.receipt", [[0, 2]]]
["receipts-1/1494462225-e88e3389fb6b40f09d0ba361f329c9a5-7b00ed4a-BXRmhr.receipt", [[0, 3]]]
["receipts-1/1494462239-8fcf3d38daf74dc6a1f85971762bc206-3ef61ad4-ntFcVv.receipt", [[0, 3]]]
["receipts-1/1494462313-712d7aa7a8bb4c0e90e53cfa4fb56929-2dc95f03-zosdmQ.receipt", [[0, 0]]]
["receipts-1/1494462376-2cccdd84366c498a866a75d0a2d9416e-41d90488-0kxpeP.receipt", [[0, 3]]]
["receipts-1/1494462444-fdd890a84b834b66b625c76259bdfa39-c494a054-PcTu0t.receipt", [[0, 2]]]
["receipts-1/1494462474-fdd890a84b834b66b625c76259bdfa39-a630a067-uOuGPD.receipt", [[0, 3]]]
["receipts-1/1494462484-6d22e3cc80cb4671a18fb35cc7a4c72a-293072e0-Zfpaqd.receipt", [[0, 3]]]
["receipts-1/1494462584-c973dce8c4254a0baa2f0079673a2b93-db8d1e13-P9fxUv.receipt", [[0, 3]]]
["receipts-1/1494462596-cff000888fc041f9a86612b4daccff57-31ef1763-TDng40.receipt", [[0, 3]]]
["receipts-1/1494462638-e66042ca24374346a0b97e160c3f7b3b-16ff5069-whmp2T.receipt", [[0, 2]]]
